,id,tweet,subtask_a,subtask_b,subtask_c
6477,93394,@USER @USER @USER Honestly i think she should concentrate more on her acting career rather than twitter....she is fantastic actress...but all these twitter comments and political comments will only divert her focus...kuch toh log kahenge..unko kaam hai kehna,NOT,,
2367,94465,@USER At least you’ve been some type of fucked,OFF,TIN,IND
8694,21351,@USER @USER Because he is the most influential person in politics.  Much smarter than anyone on the left.   Air America worked out well didn't it.............,NOT,,
10686,41930,@USER @USER ILLEGAL ASSEMBLY   Look it up.,NOT,,
8592,40064,Exactly what the #LeftistLibTards wanted to happen. Try are a #Corrupt and #Miserable Party. URL,NOT,,
12148,69860,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And here he is supporting gun control: URL,NOT,,
11499,37615,#StopBrexit #PeoplesVote @USER and @USER need to listen to the experts! 🤦🏽‍♀️ URL,NOT,,
1607,92582,@USER @USER Beware of rightist false flags like the narrative of the OK sign being a white nationalist dog whistle. It's not. #TheResistance  #Resist #BashTheFash #Antifa #SmashFascism URL,OFF,TIN,OTH
10204,12248,@USER @USER You are part of the problem. You are the racist.  Wanna address this ? @USER  @USER,OFF,TIN,IND
6521,28465,@USER Let’s Geaux Tigers! Prove yourselves you are worthy! Show the Nation ! 🐯,NOT,,
2199,77941,@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!,NOT,,
12367,90423,@USER I don’t understand why she should be heard.  I SHOULD BE HEARD and I have pictures and scars from my TRAUMA #ILLEGALALIEN left his car in the middle of #405 fwy in 1982 - when I was 18!  We were badly damaged!  #Kavanaugh #MAGA URL,NOT,,
11502,88545,@USER @USER @USER I think she is implying that men don’t give birth!  How dare she,NOT,,
11312,59664,@USER Would be nice if you quoted her complete answer. She is right the constitution guarantee the right to face your accuser. But than #EnemyOfThePeople only care about what pleases them,NOT,,
1272,70336,@USER @USER I suggest using handcuffs to remove you!,OFF,TIN,IND
11783,14079,@USER Don't be #Europe URL,NOT,,
5322,86531,@USER @USER So conservatives freak out about coffee cups people kneeling for social injustice Nike shoes Etc I think it's the conservative that needs safe spaces,NOT,,
73,27645,"@USER I do remember. :( But somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things.""",NOT,,
10062,28457,1. Have we thought about Gun Control in Uganda?  2. Do we have  records of most of the guns in the country?  3. Do we have laws controlling our borders?  4. Who is safe?,NOT,,
1953,21782,@USER my name is Whitney NOT WHITEY,NOT,,
5514,53241,@USER @USER Oh dearGod!  You're a Veteran for gun control.,NOT,,
6067,92666,@USER @USER @USER Did you hurt yourself jumping to that conclusion?   If you want biblical scholarship worth having read Bart D. Ehrman.  If you want ignorant schlock...well you are already here.,NOT,,
959,87824,@USER @USER She is such a disgusting hypocrite!,OFF,TIN,IND
884,92323,@USER @USER Yeah we need gun laws like Europe so it's really hard for bad people to get guns.  URL  You people are clueless about guns,NOT,,
9464,20764,@USER @USER if you speak Spanish? MS-13  Muslim? terrorist  black person? should've complied   hold a dissenting opinion? emotional  snowflake  Gun control? Nazi  Republican putting people in internment camps? PATRIOT  Think you leave your human rights at the boarder? PATRIOT  I'm tired,OFF,TIN,GRP
6892,68563,@USER She is very cute so she can get away with this,NOT,,
8665,10901,@USER OH MY GOSH!! I LOVE HER!!!! a beautiful loaf &lt;3 you are an angel for taking care of her!,NOT,,
10294,37038,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Of course Anthony,NOT,,
1037,80439,@USER Disgusting!  That tells you more than anything that we need law n order and that's conservatives n Kavanaugh!,OFF,UNT,
5444,49960,@USER @USER @USER I state my opinions and can provide examples to support them. You haven't been able to do that. It doesn't matter to me how or if you accept what I say. That's what you don't seem to understand. Your views are your business - not mine.  #MakeAmericaGreatAgain #MAGA #USA🇺🇸,NOT,,
5470,50299,@USER I don't think he is Damian.,NOT,,
12568,48384,@USER I was on a conference call after the election of our President.   30 minutes of Ted Lieu discussing how to stop Trump.  This guy supports Antifa.  Maxine is his mentor.,NOT,,
11492,92802,"@USER @USER Very fair points; however, the facts still remain: 1. Mr. Ramos did his job as every referee/umpire does in any sport. He did not deserve to be called a thief"". 2. Serena as great as she is let her emotions get the better of her and embarrassed herself, Ms. Osaka and the game.""",NOT,,
1144,30033,(But look how cranky she is! URL ),NOT,,
11754,48531,@USER You Conservatives want to talk about scandals!  Really?  Let’s get started. If you have the balls. Let’s get busy you chickens.,OFF,TIN,GRP
2854,54985,@USER so she was to put her happiness on hold for him to get himself together. she is not the cause of his passing he overdosed. if anything he was his own destruction. you can’t put the blame on her no one can. plus I’m pretty sure she is just a messed up about his death as anyone.,NOT,,
7775,39339,#TuesdayThoughts Got a gut feeling TWITTER is now in the gunsights of the Government and President Trump for Anti-Trust violations censoring and shaddowbanning Conservatives --- watch for Big News coming out soon.,NOT,,
8153,88262,@USER He didn't just lose his talent. He battled demons &amp; played on an embarrassment of a franchise. He is now in an ideal situation. I believe he is still an elite WR but I guess only time will tell.,NOT,,
3270,53263,@USER Liberals have to sexualize everything.,NOT,,
2777,75212,@USER it's different when they are trying to argue with you why you are wrong for believing in a different god. i'm all for respecting their religion but i deserve respect back,NOT,,
11974,16011,@USER Too funny when bum ass Antifa is trying to take the high road.,NOT,,
6712,87993,@USER YAYYYYY LOVE U GUYS SM,NOT,,
354,39866,@USER Get a life!,NOT,,
12291,66531,@USER he is my rainbow after every storm💜,NOT,,
9433,81646,#Kavanaugh this is the common use of guns ... the conservatives and their prays of dead URL,NOT,,
12060,67224,@USER Cue the liberals’ moral shunning of society for a minute; as they take a break from trying to ruin Brett Kavanaugh’s life &amp; humiliating his family.,NOT,,
7131,90130,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER now you touched visa-mata's raw nerve by saying modi for 2019"" thats why she may block you soon  she is having wild/wet dream of being PM after modi fail to get full majority in 2019.  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014""",OFF,TIN,IND
6534,64583,@USER looks like antifa,NOT,,
393,54991,@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.,OFF,TIN,IND
7017,13481,@USER @USER @USER @USER Besides the Liberals.,NOT,,
5011,25027,STOCKS RECORD HIGH   URL   #MAGA,NOT,,
12480,20384,@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the fuck awake -_-,OFF,TIN,IND
10634,65807,"@USER @USER @USER @USER @USER Antifa is a left wing"" inspired group.""",NOT,,
12377,71268,@USER May as well ignore her since all we are doing is giving her the attention she so craves.  She was such an adorable child..... but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine fecal posts.,OFF,TIN,IND
13006,21918,@USER @USER Moore- The United States of America is a REPUBLIC. Where did you go to school?,NOT,,
2234,26368,@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.,OFF,TIN,IND
8128,93858,#Trumpwashing and US liberals' historical amnesia are the real definition of Trump Derangement Syndrome... URL,OFF,TIN,IND
34,18129,@USER @USER @USER Any updates re ending your blatant #racism as #Windrush &amp; #Grenfell proves you are  @USER @USER #alloutpolitics #politicslive #PMQs @USER URL,NOT,,
1923,73324,@USER @USER She is great. Hi Fiona!,NOT,,
6866,29507,@USER @USER he is on the island dummy,NOT,,
7681,42872,@USER Hillary and logic? Talk about your classic oxymoron! Professor sounds like he should be teaching Poly Sci at Evergreet College!,NOT,,
5172,12490,@USER @USER @USER ARE YOU FUCKING SERIOUS?  I AM ITALIAN!  TALK TO MY FATHER WHO WAS BORN IN SICILY OF YOUR RIDICULOUS NOTIONS.  YOU'RE AN IDIOT!  Why do you think the left as Antifa?  STANDS FOR ANTI-FASCISM!  DICTATORS ARE RIGHT WING!,OFF,TIN,IND
8214,36895,@USER Wow.  Lying comes so easily to you liberals.  Scary.,NOT,,
11228,47077,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER John Moore Called it.   URL,NOT,,
3767,87687,.@USER oldest son of President Ronald Reagan—lays out the case for why 'Conservatives Should Back #NetNeutrality' URL No wonder why over 80% of Democratic AND Republican voters oppose the FCC's repeal! Call Congress today: URL,NOT,,
4335,57331,@USER GOOD 🖕them !,OFF,UNT,
4837,39588,@USER @USER States. Kavanaugh will destroy any chance at federal gun control in our lifetime.,NOT,,
9854,21009,I think @USER knows what he's doing. It's a lose-lose proposition no matter what he does.  Kind of like being a referee at a dog fight.  I'll reserve judgement until Monday. I definitely see where you're coming from.  #MAGA #KAG2018 #KavanaughConfirmation URL,NOT,,
10693,52970,@USER He is still a baby,NOT,,
4139,72563,@USER @USER Conservatives characterize an attempted rape allegation as “bullsh*t” then wonder why liberals describe them as anti-woman.  The right thing to do is properly investigate the allegation. If she lying then prosecute her. If she’s telling the truth Kavanaugh shouldn’t be confirmed.,NOT,,
3783,32062,In a heartbeat 💗 🇺🇸 #MAGA #KAG Absolutely! URL,NOT,,
11121,98962,@USER Congrats Naomi! U deserved to win. U showed true sportsmanship during Serena’s meltdown. I would like to apologize for her behavior. What an embarrassment for the US. She should have been ejected for arguing with the side chair. She thinks she is superior but she’s not.,OFF,TIN,IND
7452,21372,@USER @USER Why do you think liberals hate guns?  Bc we don’t think military weapons should be in civilian life? Please.,NOT,,
6471,24584,@USER Bitchhh 😭😭😭😭 she was suppose to order some oatmeal,NOT,,
8281,57872,@USER @USER Well he is really really smart and nothing Woodward wrote in is book is true. Good Lord this is the shit. We see it and hear it everyday all day. Did we really need a Op-ed or a book?,OFF,TIN,IND
7266,36343,@USER and if you're in ANTIFA you are one of them shit for brains. Here worship your queen she needs her toe cheese licked out. URL,OFF,TIN,IND
9406,49349,@USER Morrows history is he is not going to stay healthy. He's a dominant reliever but his track record is hes going to land on the DL at some point,NOT,,
